,year,month,day,title,director,cast,genre,href,gross,budget,writer1(lakon layar),writer2 (script),genre1,genre2,genre3,genre_final,cast1,cast2,cast3,cast4,cast5,cast6,cast7,cast8,cast9,case10,cast1_gender,cast2_gender,cast3_gender,cast4_gender,cast5_gender,cast6_gender,cast7_gender,cast8_gender,cast9_gender,cast10,cast10_gender,male_dist3,female_dist3,male_dist4,female_dist4,male_dist5,female_dist5,male_dist6,female_dist6,male_dist7,female_dist7,male_dist8,female_dist8,male_dist9,female_dist9,male_dist10,female_dist10,gender_majority,year_col
11,2001,8,2,Dari Jemapoh ke Manchestee,Hishamuddin Rais,"Acui Zul Karnian, Indra Syahril, Arista Akma, Fariza Azlina, Amran Nasaruddin, Syed Bakar Syed Salim, Razak Khaliq, Maimon Abdul Muttalib, Bohari Ibrahim, Kassim Selamat (The Swallows), Anas Ruzki, Karim Afuan, Kamil Othman, Dollah Seman, Sabrina Ibrahim, Kuman, Alwi Malik, Shahbudin Kassim, Syed Ismail Syed Ali, Kinah Hassan, Yuswan Yusoff, Maznah Che' Zan, Datu Fachruddin Dawila, Wan Azli Wan Jusoh, Hell Angel Chapter Pasoh, Hell Angel Chapter Naga Mas, Hell Angel Chapter Cheras, Hell Angel Chapter Petaseh, Hell Angel Chapter K. Klawang, Hell Angel Chapter Paragon, Rebel Force 2, Kumpulan Carburetor Dung",Comedy / Adventure,,36181.60,500000.00,Hishamuddin Rais,,COMEDY,ADVENTURE,,COMEDY,ACUI ZUL KARNIAN, INDRA SYAHRIL, ARISTA AKMA, FARIZA AZLINA, AMRAN NASARUDDIN, SYED BAKAR SYED SALIM, RAZAK KHALIQ, MAIMON ABDUL MUTTALIB, BOHARI IBRAHIM, KASSIM SELAMAT (THE SWALLOWS),M,M,F,F,M,M,M,M,M, KASSIM SELAMAT (THE SWALLOWS),M,0.666666667,0.333333333,0.5,0.5,0.6,0.4,0.666666667,0.333333333,0.714285714,0.285714286,0.75,0.25,0.777777778,0.222222222,0.8,0.2,Male,4
15,2001,9,27,Cinta Tiada Restu,Azman Mohd Yusof,"Salehuddin Hasan, Surni Salasan, Abu Bakar Omar, Kartina Aziz, Jasmin Hamid, Yusof Chong, Aneesa, Opie Zami",Musical / Romance,,37272.70,880000.00,,,MUSICAL,ROMANCE,,MUSICAL,SALEHUDDIN HASAN, SURNI SALASAN, ABU BAKAR OMAR, KARTINA AZIZ, JASMIN HAMID, YUSOF CHONG, ANEESA, OPIE ZAMI,,,M,F,M,F,F,M,F,M,,,,0.666666667,0.333333333,0.5,0.5,0.4,0.6,0.5,0.5,0.428571429,0.571428571,0.5,0.5,0.5,0.5,0.5,0.5,Female,5
10,2001,7,19,No Problem,Z. Lokman,"Opie Zami, Danny X-Factor, Maya Karin, Zami Ismail, Rosnah Mat Aris, Shamsul Ghau Ghau, Abon, Zila Bakarin, Zul Yahya, Yasin Sulaiman, Ann Ishar, Elly Hayanti, Azmi Din",Comedy / Romance,,150000.00,1000000.00,Z. Lokman,,COMEDY,ROMANCE,,ROMANTIC_COMEDY,OPIE ZAMI, DANNY X-FACTOR, MAYA KARIN, ZAMI ISMAIL, ROSNAH MAT ARIS, SHAMSUL GHAU GHAU, ABON, ZILA BAKARIN, ZUL YAHYA, YASIN SULAIMAN,M,M,F,M,F,M,M,M,M, YASIN SULAIMAN,M,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.666666667,0.333333333,0.714285714,0.285714286,0.75,0.25,0.777777778,0.222222222,0.8,0.2,Male,6
9,2001,6,28,Sara,Along Kamaruddin,"Ida Nerina, Shamsul Ghau Ghau, Zahim Albakri, Hisham Ahmad Tajudin, Zami Ismail, Piee, Soosan Ho, Eja, Loloq, Ropi (Cecupak)",Comedy / Romance,,176080.00,1300000.00,Gunasegaran Subramaniam,,COMEDY,ROMANCE,,ROMANTIC_COMEDY,IDA NERINA, SHAMSUL GHAU GHAU, ZAHIM ALBAKRI, HISHAM AHMAD TAJUDIN, ZAMI ISMAIL, PIEE, SOOSAN HO, EJA, LOLOQ, ROPI (CECUPAK),F,M,M,M,M,M,F,F,M, ROPI (CECUPAK),M,0.666666667,0.333333333,0.75,0.25,0.8,0.2,0.833333333,0.166666667,0.714285714,0.285714286,0.625,0.375,0.666666667,0.333333333,0.7,0.3,Male,7
16,2001,10,18,Spinning Gasing,Teck Tan,"Ellie Suriaty, Craig Fong, Corinne Adri, Edwin R. Sumun, Sanjeet Jarnail, Hani Mohsin, Rosyam Nor, Frankie Lee, Jalaluddin Hassan",Drama / Romance,,484450.04,2400000.00,Teck Tan,,DRAMA,ROMANCE,,ROMANCE,ELLIE SURIATY, CRAIG FONG, CORINNE ADRI, EDWIN R. SUMUN, SANJEET JARNAIL, HANI MOHSIN, ROSYAM NOR, FRANKIE LEE, JALALUDDIN HASSAN,,F,M,F,M,M,M,M,M,M,,,0.333333333,0.666666667,0.5,0.5,0.6,0.4,0.666666667,0.333333333,0.714285714,0.285714286,0.75,0.25,0.777777778,0.222222222,0.777777778,0.222222222,Male,8
8,2001,5,24,Seri Dewi Malam,Aziz M. Osman,"Hairie Othman, Jeslina Hashim, Maya Karin, Khatijah Tan, Rashidi Ishak, Danny X-Factor, Ahmad Tarmimi Serigar, Hamidah Wahab, Redzuan Hashim, Arash, Nurul Jasmin Deo, Sharifah Shahora, M. Osman, Shukery Hashim, Aziz M. Osman, Rosli Mahmod",Mystery / Romance,,611247.95,1250000.00,Aziz M.Osman,,MYSTERY,ROMANCE,,THRILLER,HAIRIE OTHMAN, JESLINA HASHIM, MAYA KARIN, KHATIJAH TAN, RASHIDI ISHAK, DANNY X-FACTOR, AHMAD TARMIMI SERIGAR, HAMIDAH WAHAB, REDZUAN HASHIM, ARASH,M,F,F,F,M,M,M,F,M, ARASH,M,0.333333333,0.666666667,0.25,0.75,0.4,0.6,0.5,0.5,0.571428571,0.428571429,0.5,0.5,0.555555556,0.444444444,0.6,0.4,Male,9
12,2001,8,30,Getaran,Nagaraj,"Awie, Fiza Elite, Faizal Hussein, Aida Rahim, Opie Zami, Nurul Jasmin Deo, Arash, Rashidah Jaafar, Bob Lokman, Kristal, XPDC",Romance / Musical,,840640.00,850000.00,Raw D'Noer,Nagaraj,ROMANCE,MUSICAL,,ROMANCE,AWIE, FIZA ELITE, FAIZAL HUSSEIN, AIDA RAHIM, OPIE ZAMI, NURUL JASMIN DEO, ARASH, RASHIDAH JAAFAR, BOB LOKMAN, KRISTAL,M,F,M,F,M,F,M,F,M, KRISTAL,F,0.666666667,0.333333333,0.5,0.5,0.6,0.4,0.5,0.5,0.571428571,0.428571429,0.5,0.5,0.555555556,0.444444444,0.5,0.5,Male,10
7,2001,3,1,Gerak Khas The Movie,Yusof Haslam,"AC Mizal, Abby Abadi, Erra Fazira, Normala Samsudin, Rosyam Nor, Norman Hakim, Nasha Aziz, Mazlan Pet Pet, Yusof Haslam, Shaharon Anuar, A. Galak, Farid Amirul, Din Maidin, Zul Yahya",Action / Crime,,4400000.00,1350000.00,Yusof Haslam,Shaharon Anuar,ACTION,CRIME,,THRILLER,AC MIZAL, ABBY ABADI, ERRA FAZIRA, NORMALA SAMSUDIN, ROSYAM NOR, NORMAN HAKIM, NASHA AZIZ, MAZLAN PET PET, YUSOF HASLAM, SHAHARON ANUAR,M,F,F,F,M,M,F,M,M, SHAHARON ANUAR,M,0.333333333,0.666666667,0.25,0.75,0.4,0.6,0.5,0.5,0.428571429,0.571428571,0.5,0.5,0.555555556,0.444444444,0.6,0.4,Female,11
19,2001,12,14,Lagi Lagi Senario,Aziz M. Osman,"Azlee Senario, Mazlan Senario, Saiful Apek, Wahid Senario, Yassin Senario, Wardina Safiyyah, Ani Maiyuni, Accapan, Robert Kong, Osman Kering, Syanie, Erma Fatima, Aziz M. Osman, Nasir Ali, Prono, William Atkinson",Comedy,,6331410.59,1600000.00,,,COMEDY,,,COMEDY,AZLEE SENARIO, MAZLAN SENARIO, SAIFUL APEK, WAHID SENARIO, YASSIN SENARIO, WARDINA SAFIYYAH, ANI MAIYUNI, ACCAPAN, ROBERT KONG, OSMAN KERING,M,M,M,M,M,F,F,M,M, OSMAN KERING,M,1,0,1,0,1,0,0.833333333,0.166666667,0.714285714,0.285714286,0.75,0.25,0.777777778,0.222222222,0.8,0.2,Male,12
28,2002,12,6,Cinta 200 Ela,Shadan Hashim,"Rashid Sidek, Wardina Safiyyah, Raja Azura, Man Bai, Sophia Ibrahim, Redzuan Hashim, Mahyon Ismail, Zaibo, Rambo Chin, Ramasundram",Drama / Romance,,150000.00,110000.00,,,DRAMA,ROMANCE,,ROMANCE,RASHID SIDEK, WARDINA SAFIYYAH, RAJA AZURA, MAN BAI, SOPHIA IBRAHIM, REDZUAN HASHIM, MAHYON ISMAIL, ZAIBO, RAMBO CHIN, RAMASUNDRAM,M,F,F,M,F,M,M,M,M, RAMASUNDRAM,M,0.333333333,0.666666667,0.5,0.5,0.4,0.6,0.5,0.5,0.571428571,0.428571429,0.625,0.375,0.666666667,0.333333333,0.7,0.3,Male,1
23,2002,3,28,Mendam Berahi,Z. Lokman,"Nurul Jasmin Deo, Shaleen Cheah, Tracy Trinita, Rita Rudaini, Jalaluddin Hassan, Jaira Gomez, Eizlan Yusof, Zami Ismail, Yasin Sulaiman, Alu T. Gonzalez, Imuda, Mokhtaruddin, Hussein Abu Hassan, Mega Utami",Action / Romance,,220000.00,1830000.00,,,ACTION,ROMANCE,,ACTION,NURUL JASMIN DEO, SHALEEN CHEAH, TRACY TRINITA, RITA RUDAINI, JALALUDDIN HASSAN, JAIRA GOMEZ, EIZLAN YUSOF, ZAMI ISMAIL, YASIN SULAIMAN, ALU T. GONZALEZ,F,F,M,F,M,F,M,M,M, ALU T. GONZALEZ,M,0.333333333,0.666666667,0.25,0.75,0.4,0.6,0.333333333,0.666666667,0.428571429,0.571428571,0.5,0.5,0.555555556,0.444444444,0.6,0.4,Female,2
25,2002,8,1,Embun,Erma Fatima,"Umie Aida, Hani Mohsin, Aqasha, Izi Yahya, Rahim Razali, Khatijah Tan, Ellie Suriaty, Ahmad Tarmimi Serigar, Mak Kwai Yuen, Riezman, Wan Shades, Loloq, Razak Ahmad, Ismail Din",Drama / Romance,,950000.00,3000000.00,Rohiman Haroon,Eirma Fatima,DRAMA,ROMANCE,,ROMANCE,UMIE AIDA, HANI MOHSIN, AQASHA, IZI YAHYA, RAHIM RAZALI, KHATIJAH TAN, ELLIE SURIATY, AHMAD TARMIMI SERIGAR, MAK KWAI YUEN, RIEZMAN,F,M,M,M,M,F,F,M,M, RIEZMAN,M,0.666666667,0.333333333,0.75,0.25,0.8,0.2,0.666666667,0.333333333,0.571428571,0.428571429,0.625,0.375,0.666666667,0.333333333,0.7,0.3,Male,3
22,2002,3,7,Idola,Aziz M. Osman,"Norman Hakim, Normala Samsudin, Jeslina Hashim, Sharifah Aleya, Danny X-Factor, Sheila Mambo, Wahid Senario, M. Rajoli, Julie Dahlan, Nor Aliah Lee, Halim Othman, Tuty, Diana Danielle",Romance / Comedy,,960000.00,970000.00,Aziz M. Osman,,ROMANCE,COMEDY,,ROMANTIC_COMEDY,NORMAN HAKIM, NORMALA SAMSUDIN, JESLINA HASHIM, SHARIFAH ALEYA, DANNY X-FACTOR, SHEILA MAMBO, WAHID SENARIO, M. RAJOLI, JULIE DAHLAN, NOR ALIAH LEE,M,F,F,F,M,F,M,M,M, NOR ALIAH LEE,F,0.333333333,0.666666667,0.25,0.75,0.4,0.6,0.333333333,0.666666667,0.428571429,0.571428571,0.5,0.5,0.555555556,0.444444444,0.5,0.5,Female,4
29,2002,12,20,Soalnya Siapa?,Othman Hafsham,"Erra Fazira, Afdlin Shauki, Zaibo, Piee, Khatijah Tan, Ellie Suriaty, Rashid Salleh, Wan Maimunah, Sharifah Shahira, Linda Onn, Jaafar Onn, Aziz Sattar, Yusni Jaafar",Comedy / Romance,,2200000.00,1100000.00,Habsah Hassan,,COMEDY,ROMANCE,,ROMANTIC_COMEDY,ERRA FAZIRA, AFDLIN SHAUKI, ZAIBO, PIEE, KHATIJAH TAN, ELLIE SURIATY, RASHID SALLEH, WAN MAIMUNAH, SHARIFAH SHAHIRA, LINDA ONN,F,M,M,M,F,F,M,F,F, LINDA ONN,F,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.5,0.5,0.571428571,0.428571429,0.5,0.5,0.444444444,0.555555556,0.4,0.6,Male,5
26,2002,8,29,Mr. Cinderella,Ahmad Idham,"Erra Fazira, Yusry KRU, Umie Aida, Aziz M. Osman, Helmi Gimmick, Opie Zami, Khatijah Ibrahim, M. Rajoli, Serina Redzuawan, Kudsia Kahar, A. R. Badul, Ropie Cecupak, Adik Tuty, Osman Kering, Yunni Nor Leitey",Comedy / Romance,,2530000.00,1260000.00,Mohd Noor Kadir,,COMEDY,ROMANCE,,ROMANTIC_COMEDY,ERRA FAZIRA, YUSRY KRU, UMIE AIDA, AZIZ M. OSMAN, HELMI GIMMICK, OPIE ZAMI, KHATIJAH IBRAHIM, M. RAJOLI, SERINA REDZUAWAN, KUDSIA KAHAR,F,M,F,M,F,M,F,M,F, KUDSIA KAHAR,F,0.333333333,0.666666667,0.5,0.5,0.4,0.6,0.5,0.5,0.428571429,0.571428571,0.5,0.5,0.444444444,0.555555556,0.4,0.6,Female,6
27,2002,12,6,Mami Jarum,Abdul Razak Mohaideen,"Kartina Aziz, Vanida Imran, Zahida Rafiq, Rita Rudaini, Sheila Mambo, Ezad Exists, Piee, Maideen, Ismail Din, Norlia Ghani, Rosnah Mat Aris, Rashidi Ishak, Azizah Ali, Cico, Mahdi Jalut, Chik",Comedy / Family,,2680000.00,1360000.00,,,COMEDY,FAMILY,,COMEDY,KARTINA AZIZ, VANIDA IMRAN, ZAHIDA RAFIQ, RITA RUDAINI, SHEILA MAMBO, EZAD EXISTS, PIEE, MAIDEEN, ISMAIL DIN, NORLIA GHANI,F,F,F,F,F,M,M,M,M, NORLIA GHANI,F,0,1,0,1,0,1,0.166666667,0.833333333,0.285714286,0.714285714,0.375,0.625,0.444444444,0.555555556,0.4,0.6,Female,7
20,2002,1,24,KL Menjerit,Badaruddin Azmi,"Rosyam Nor, Nisdawati, Faizal Hussein, Danny X-Factor, Saiful Apek, Liza Hanim, Hasnul Rahmat, Rashidi Ishak, Rahim Razali, Vanida Imran, Sathiya, Kudsia Kahar, Khairil",Action / Romance,,2870000.00,970000.00,Badaruddin Azmi,,ACTION,ROMANCE,,ACTION,ROSYAM NOR, NISDAWATI, FAIZAL HUSSEIN, DANNY X-FACTOR, SAIFUL APEK, LIZA HANIM, HASNUL RAHMAT, RASHIDI ISHAK, RAHIM RAZALI, VANIDA IMRAN,M,F,M,M,M,F,M,M,M, VANIDA IMRAN,F,0.666666667,0.333333333,0.75,0.25,0.8,0.2,0.666666667,0.333333333,0.714285714,0.285714286,0.75,0.25,0.777777778,0.222222222,0.7,0.3,Male,8
21,2002,2,21,Anak Mami The Movie,Abdul Razak Mohaideen,"Farouk Hussin, Emylia Rosnaida, Fiza Elite, Shukor Mohaideen, Mas Naida, Zahida Rafik, Norlia Ghani, Cico Harahap, Piee, Ismail Din, Kartina Aziz, Maideen, Wan Maimunah, Eja, Lan Pet Pet, Shafi Khan, Nasir Ali",Comedy / Family,,2940000.00,1400000.00,,,COMEDY,FAMILY,,COMEDY,FAROUK HUSSIN, EMYLIA ROSNAIDA, FIZA ELITE, SHUKOR MOHAIDEEN, MAS NAIDA, ZAHIDA RAFIK, NORLIA GHANI, CICO HARAHAP, PIEE, ISMAIL DIN,M,F,F,M,F,F,F,M,M, ISMAIL DIN,M,0.333333333,0.666666667,0.5,0.5,0.4,0.6,0.333333333,0.666666667,0.285714286,0.714285714,0.375,0.625,0.444444444,0.555555556,0.5,0.5,Female,9
24,2002,5,23,Gerak Khas The Movie II,Yusof Haslam,"AC Mizal, Abby Abadi, Juliana Banos, Azri Iskandar, Normala Samsudin, Jalaluddin Hassan, Ida Nerina, Faizal Hussein, Mazlan Pet Pet, Afdlin Shauki, Yusry KRU",Action / Crime,,3070000.00,1500000.00,Yusof Haslam,,ACTION,CRIME,,THRILLER,AC MIZAL, ABBY ABADI, JULIANA BANOS, AZRI ISKANDAR, NORMALA SAMSUDIN, JALALUDDIN HASSAN, IDA NERINA, FAIZAL HUSSEIN, MAZLAN PET PET, AFDLIN SHAUKI,M,F,F,M,F,M,F,M,M, AFDLIN SHAUKI,M,0.333333333,0.666666667,0.5,0.5,0.4,0.6,0.5,0.5,0.428571429,0.571428571,0.5,0.5,0.555555556,0.444444444,0.6,0.4,Female,10
36,2003,7,10,Paloh,Adman Salleh,"Janet Khoo, Namron, Gibran Agi, Ellie Suriaty, Hasnul Rahmat, Ani Maiyuni, Thor Kah Hong, Steve Ng Boon Cheng, A. Samad Salleh, Rohani Yusuff, Meoki Tong May Lan, Kamaliah Mat Dom, Adlin Aman Ramli, Lee Yoke Lan, Zack Taipan, Yalal Chin, M. Amin",Drama / Action,,140000.00,4010000.00,,,DRAMA,ACTION,,DRAMA,JANET KHOO, NAMRON, GIBRAN AGI, ELLIE SURIATY, HASNUL RAHMAT, ANI MAIYUNI, THOR KAH HONG, STEVE NG BOON CHENG, A. SAMAD SALLEH, ROHANI YUSUFF,F,M,M,F,M,F,M,M,M, ROHANI YUSUFF,F,0.666666667,0.333333333,0.5,0.5,0.6,0.4,0.5,0.5,0.571428571,0.428571429,0.625,0.375,0.666666667,0.333333333,0.6,0.4,Male,1
35,2003,6,26,Black Maria,Ambri Kailani Zain,"Nisdawati, Eizlan Yusof, Azhar Sulaiman, Joe Radzwill, Julia Hana, Hamidah Wahab, Fasha Sandha, Hisham Ahmad Tajudin, Dian P. Ramlee, Zainurdin Ismail, Rose Iskandar, Mohd Razib, Zack Idris, Aida Aris, Zahida Rafik, Zizie Ezette",Drama / Action,,150000.00,1020000.00,,,DRAMA,ACTION,,DRAMA,NISDAWATI, EIZLAN YUSOF, AZHAR SULAIMAN, JOE RADZWILL, JULIA HANA, HAMIDAH WAHAB, FASHA SANDHA, HISHAM AHMAD TAJUDIN, DIAN P. RAMLEE, ZAINURDIN ISMAIL,F,M,M,M,F,F,F,M,F, ZAINURDIN ISMAIL,M,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.5,0.5,0.428571429,0.571428571,0.5,0.5,0.444444444,0.555555556,0.5,0.5,Female,2
38,2003,8,28,Diari Romeo,Zulkeflie M. Osman,"Achik Spin, Zack X-Factor, Sharifah Nadia, Fendi X-Factor, Masnaida, Sharifah Aleya, M. Rajoli, Sheila Mambo, Jalaluddin Hassan, Aida Rahim, Zami Ismail",Comedy,,320000.00,1110000.00,Aziz M. Osman,,COMEDY,,,COMEDY,ACHIK SPIN, ZACK X-FACTOR, SHARIFAH NADIA, FENDI X-FACTOR, MASNAIDA, SHARIFAH ALEYA, M. RAJOLI, SHEILA MAMBO, JALALUDDIN HASSAN, AIDA RAHIM,M,M,F,M,F,F,M,F,M, AIDA RAHIM,F,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.5,0.5,0.571428571,0.428571429,0.5,0.5,0.555555556,0.444444444,0.5,0.5,Male,3
31,2003,2,27,Iskandar,Nagaraj,"Awie, Jeslina Hashim, Farouk Hussein, Bob Lokman, Jalaluddin Hassan, Radhi Khalid, Hetty Sarlene, Bob Khairul, Aleeza Kassim, Maideen, Accapan, Ameng Spring, Terry Gallyot, Hamidah Wahab, Buvanes",Action / Comedy,,440000.00,1040000.00,Shamsul Cairel Abdul Karim,,ACTION,COMEDY,,ACTION_COMEDY,AWIE, JESLINA HASHIM, FAROUK HUSSEIN, BOB LOKMAN, JALALUDDIN HASSAN, RADHI KHALID, HETTY SARLENE, BOB KHAIRUL, ALEEZA KASSIM, MAIDEEN,M,F,M,M,M,M,F,M,F, MAIDEEN,M,0.666666667,0.333333333,0.75,0.25,0.8,0.2,0.833333333,0.166666667,0.714285714,0.285714286,0.75,0.25,0.666666667,0.333333333,0.7,0.3,Male,4
39,2003,9,4,Aku Kaya The Movie,Murali Abdullah,"Yassin Yahya, Illya Buang, Hamdan Ramli, Jeslina Hashim, Rahim Razali, Munir (Phyne Ballerz), Ramasundram, Rosnah Mat Aris, Ahmad Busu, Zaibo, Amuk, X-Factor",Comedy,,610000.00,720000.00,,,COMEDY,,,COMEDY,YASSIN YAHYA, ILLYA BUANG, HAMDAN RAMLI, JESLINA HASHIM, RAHIM RAZALI, MUNIR (PHYNE BALLERZ), RAMASUNDRAM, ROSNAH MAT ARIS, AHMAD BUSU, ZAIBO,M,F,M,F,M,M,M,F,M, ZAIBO,M,0.666666667,0.333333333,0.5,0.5,0.6,0.4,0.666666667,0.333333333,0.714285714,0.285714286,0.625,0.375,0.666666667,0.333333333,0.7,0.3,Male,5
45,2003,12,25,Gila Bola,Zulkiflee Md. Said,"Fazley, Linda Onn, Opie Zami, Saiful Apek, Syanie, Cico Harahap, Julia Hana, Ako Mustapha, Accapan, Aziz M. Osman, Seelan Paul, Joe Jusophian, Ricky Rikarno, Jefri Fauzi, Tony Eusoff, Landslyde, Sulaiman Yassin",Comedy,,630000.00,1300000.00,,,COMEDY,,,COMEDY,FAZLEY, LINDA ONN, OPIE ZAMI, SAIFUL APEK, SYANIE, CICO HARAHAP, JULIA HANA, AKO MUSTAPHA, ACCAPAN, AZIZ M. OSMAN,M,F,M,M,F,M,F,M,M, AZIZ M. OSMAN,M,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.666666667,0.333333333,0.571428571,0.428571429,0.625,0.375,0.666666667,0.333333333,0.7,0.3,Male,6
32,2003,3,29,Laila Isabella,Rashid Sibir,"Rosyam Nor, Nasha Aziz, Saiful Apek, Syanie, Hans Isaac, Erma Fatima, Liza Hanim, Yusni Jaafar, Azean Irdawaty, Kudsia Kahar, Seelan Paul, Norsuehada Hamid, SM Salim",Comedy / Romance,,1110000.00,1100000.00,,,COMEDY,ROMANCE,,ROMANTIC_COMEDY,ROSYAM NOR, NASHA AZIZ, SAIFUL APEK, SYANIE, HANS ISAAC, ERMA FATIMA, LIZA HANIM, YUSNI JAAFAR, AZEAN IRDAWATY, KUDSIA KAHAR,M,F,M,F,M,F,F,M,F, KUDSIA KAHAR,F,0.666666667,0.333333333,0.5,0.5,0.6,0.4,0.5,0.5,0.428571429,0.571428571,0.5,0.5,0.444444444,0.555555556,0.4,0.6,Female,7
42,2003,11,25,MX3,Yusof Kelana,"Saiful Apek, Faizal Hussein, Zul Yahya, Sarimah Ibrahim, Syanie, Juliana Banos, Sheila Rusly, Azlee Jaafar, Helmi Gimmick, Osman Kering, A. Galak, Farid Amirul, Rozaidi, M. Rajoli, Aimi Jarr, Erra Fazira, Rosyam Nor",Comedy / Action,,1130000.00,1100000.00,Yusof Kelana,Dilla Hussein,COMEDY,ACTION,,ACTION_COMEDY,SAIFUL APEK, FAIZAL HUSSEIN, ZUL YAHYA, SARIMAH IBRAHIM, SYANIE, JULIANA BANOS, SHEILA RUSLY, AZLEE JAAFAR, HELMI GIMMICK, OSMAN KERING,M,M,M,F,F,F,F,M,F, OSMAN KERING,M,1,0,0.75,0.25,0.6,0.4,0.5,0.5,0.428571429,0.571428571,0.5,0.5,0.444444444,0.555555556,0.5,0.5,Female,8
41,2003,11,25,Mr. Cinderella 2,Din CJ,"Erra Fazira, Yusry KRU, Maya Karin, Anita Sarawak, Opie Zami, Rashid Salleh, M. Rajoli, Khatijah Ibrahim, Helmi Gimmick, Ismail Hutson, Umie Aida, Jalaluddin Hassan, Jamali Shadat, Mohd Nor Bon, Harun Salim Bachik",Drama / Romance,,1250000.00,1710000.00,,,DRAMA,ROMANCE,,ROMANCE,ERRA FAZIRA, YUSRY KRU, MAYA KARIN, ANITA SARAWAK, OPIE ZAMI, RASHID SALLEH, M. RAJOLI, KHATIJAH IBRAHIM, HELMI GIMMICK, ISMAIL HUTSON,F,M,F,F,M,M,M,F,F, ISMAIL HUTSON,M,0.333333333,0.666666667,0.25,0.75,0.4,0.6,0.5,0.5,0.571428571,0.428571429,0.5,0.5,0.444444444,0.555555556,0.5,0.5,Male,9
34,2003,5,29,Mami Jarum Junior,Abdul Razak Mohaideen,"Rita Rudaini, Ezad Exists, Azza Elite, Ismail Din, Norlia Ghani, Piee, Maideen, Vanida Imran, Zahida Rafiq, Sheila Mambo, Rosnah Mat Aris, Rashidi Ishak",Comedy / Family,,1400000.00,1370000.00,,,COMEDY,FAMILY,,COMEDY,RITA RUDAINI, EZAD EXISTS, AZZA ELITE, ISMAIL DIN, NORLIA GHANI, PIEE, MAIDEEN, VANIDA IMRAN, ZAHIDA RAFIQ, SHEILA MAMBO,F,M,F,M,F,M,M,F,F, SHEILA MAMBO,F,0.333333333,0.666666667,0.5,0.5,0.4,0.6,0.5,0.5,0.571428571,0.428571429,0.5,0.5,0.444444444,0.555555556,0.4,0.6,Male,10
43,2003,12,4,Lang Buana,Mamat Khalid,"Azlee Jaafar, Wahid, Mazlan Pet Pet, Saiful Apek, Kuswadinata, Shamsul Ghau Ghau, Tengku Sariwani (Kunie), Adza Tutyrianti, Tan Sue Len, Loloq, S. Amin Shahab, M. Rajoli, Hasnul Rahmat",Comedy / Action,,1790000.00,1760000.00,,,COMEDY,ACTION,,ACTION_COMEDY,AZLEE JAAFAR, WAHID, MAZLAN PET PET, SAIFUL APEK, KUSWADINATA, SHAMSUL GHAU GHAU, TENGKU SARIWANI (KUNIE), ADZA TUTYRIANTI, TAN SUE LEN, LOLOQ,M,M,M,M,F,M,F,F,F, LOLOQ,M,1,0,1,0,0.8,0.2,0.833333333,0.166666667,0.714285714,0.285714286,0.625,0.375,0.555555556,0.444444444,0.6,0.4,Male,11
33,2003,4,24,Mistik,Abdul Razak Mohaideen,"Cico Harahap, Nisdawati, Shaleen Cheah, Rita Rudaini, Masnaida, Al-Fathir Muchtar, Ezad Exists, Zahan, Farid, Catriona, Uji Rashid, Ismail Din",Horror / Thriller,,2000000.00,1820000.00,,,HORROR,THRILLER,,HORROR,CICO HARAHAP, NISDAWATI, SHALEEN CHEAH, RITA RUDAINI, MASNAIDA, AL-FATHIR MUCHTAR, EZAD EXISTS, ZAHAN, FARID, CATRIONA,M,F,F,F,F,M,M,M,M, CATRIONA,F,0.333333333,0.666666667,0.25,0.75,0.2,0.8,0.333333333,0.666666667,0.428571429,0.571428571,0.5,0.5,0.555555556,0.444444444,0.5,0.5,Female,12
37,2003,7,24,Janji Diana,Yusof Haslam,"Erra Fazira, Rosyam Nor, Sarimah Ibrahim, Faizal Hussein, Elly Mazlein, Fazley, Intan Sarafina, Helmi Gimmick, Zul Handy Black, Zack Kool, Lando, Marissa, Nurul, Rafiena Izani, Erma Fatima, Shukery Hashim, Dian P. Ramlee",Romance / Action,,2190000.00,1300000.00,,,ROMANCE,ACTION,,ROMANCE,ERRA FAZIRA, ROSYAM NOR, SARIMAH IBRAHIM, FAIZAL HUSSEIN, ELLY MAZLEIN, FAZLEY, INTAN SARAFINA, HELMI GIMMICK, ZUL HANDY BLACK, ZACK KOOL,F,M,F,M,F,M,F,F,M, ZACK KOOL,M,0.333333333,0.666666667,0.5,0.5,0.4,0.6,0.5,0.5,0.428571429,0.571428571,0.375,0.625,0.444444444,0.555555556,0.5,0.5,Female,13
